year,month,program,script,live_call,adherent,days_to_refill_band,days_missed_band,engaged,days_to_initial_call,targeted_members,outreached_members,reached_members,engaged_members,days_to_refill,days_missed
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,31-60,1,1886,138,138,138,138,4,5788
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,14-Aug,0,8685,677,677,70,0,3,6989
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,14-Aug,1,2534,196,196,196,196,0,2029
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,<=7,0,63992,4948,4948,595,0,29,5314
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,<=7,1,25441,1945,1945,1945,1945,1,2242
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,>60,0,2401,185,185,13,0,2,13677
2015,7,Live Call,Chronic Non-Adherent,1,1,<=3,>60,1,912,72,72,72,72,0,5256
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,15-21,0,193,12,12,0,0,1155,210
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,15-21,1,70,4,4,4,4,252,68
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,22-30,0,159,11,11,1,0,1392,276
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,22-30,1,68,4,4,4,4,296,102
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,31-60,0,319,23,23,2,0,2014,884
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,31-60,1,103,9,9,9,9,930,370
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,14-Aug,0,367,31,31,3,0,2201,321
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,14-Aug,1,187,16,16,16,16,1168,154
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,<=7,0,7289,545,545,66,0,52807,262
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,<=7,1,2600,204,204,204,204,19176,97
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,>60,0,31,3,3,0,0,290,206
2015,7,Live Call,Chronic Non-Adherent,1,1,>10,>60,1,7,1,1,1,1,169,69
2015,8,IVR,Late to Refill,0,0,7-Apr,15-21,0,139,66,66,29,0,346,1170
2015,8,IVR,Late to Refill,0,0,7-Apr,15-21,1,34,16,16,16,16,74,289
2015,8,IVR,Late to Refill,0,0,7-Apr,22-30,0,446,148,148,44,0,820,4137
2015,8,IVR,Late to Refill,0,0,7-Apr,22-30,1,39,19,19,19,19,93,546
2015,8,IVR,Late to Refill,0,0,7-Apr,31-60,0,286,129,129,43,0,736,6298
2015,8,IVR,Late to Refill,0,0,7-Apr,31-60,1,68,31,31,30,31,183,1612
2015,8,IVR,Late to Refill,0,0,7-Apr,14-Aug,0,269,115,115,35,0,644,1190
2015,8,IVR,Late to Refill,0,0,7-Apr,14-Aug,1,84,40,40,40,40,224,404
2015,8,IVR,Late to Refill,0,0,7-Apr,<=7,0,2645,1160,1160,543,0,6379,6410
2015,8,IVR,Late to Refill,0,0,7-Apr,<=7,1,432,194,194,191,194,1034,1041
2015,8,IVR,Late to Refill,0,0,7-Apr,>60,0,4,2,2,0,0,14,138
2015,8,IVR,Late to Refill,0,0,10-Aug,15-21,0,62,22,22,9,0,190,401
2015,8,IVR,Late to Refill,0,0,10-Aug,15-21,1,24,11,11,11,11,96,196
2015,8,IVR,Late to Refill,0,0,10-Aug,22-30,0,160,72,72,24,0,631,2063
2015,8,IVR,Late to Refill,0,0,10-Aug,22-30,1,22,11,11,11,11,100,310
2015,8,IVR,Late to Refill,0,0,10-Aug,31-60,0,149,70,70,21,0,624,3551
2015,8,IVR,Late to Refill,0,0,10-Aug,31-60,1,20,9,9,9,9,77,465
2015,8,IVR,Late to Refill,0,0,10-Aug,14-Aug,0,1418,623,623,304,0,5590,5743
2015,8,IVR,Late to Refill,0,0,10-Aug,14-Aug,1,240,112,112,112,112,1030,1084
2015,8,IVR,Late to Refill,0,0,10-Aug,>60,0,2,1,1,0,0,8,67
2015,8,IVR,Late to Refill,0,0,<=3,15-21,0,107,52,52,26,0,102,913
2015,8,IVR,Late to Refill,0,0,<=3,15-21,1,65,16,16,16,16,38,300
2015,8,IVR,Late to Refill,0,0,<=3,22-30,0,227,90,90,28,0,167,2514
2015,8,IVR,Late to Refill,0,0,<=3,22-30,1,55,26,26,26,26,46,728
2015,8,IVR,Late to Refill,0,0,<=3,31-60,0,229,98,98,33,0,202,4944
2015,8,IVR,Late to Refill,0,0,<=3,31-60,1,54,26,26,26,26,58,1449
2015,8,IVR,Late to Refill,0,0,<=3,14-Aug,0,152,64,64,25,0,129,668
2015,8,IVR,Late to Refill,0,0,<=3,14-Aug,1,62,31,31,31,31,71,334
2015,8,IVR,Late to Refill,0,0,<=3,<=7,0,2703,1188,1188,659,0,2297,2540
2015,8,IVR,Late to Refill,0,0,<=3,<=7,1,541,254,254,250,254,506,554
2015,8,IVR,Late to Refill,0,0,<=3,>60,0,6,3,3,1,0,6,213
2015,8,IVR,Late to Refill,0,0,<=3,>60,1,2,1,1,1,1,3,62
2015,8,IVR,Late to Refill,0,0,>10,15-21,0,2417,1049,1049,439,0,21363,18972
2015,8,IVR,Late to Refill,0,0,>10,15-21,1,450,205,205,201,205,3738,3709
2015,8,IVR,Late to Refill,0,0,>10,22-30,0,2917,1251,1251,466,0,33086,33076
2015,8,IVR,Late to Refill,0,0,>10,22-30,1,608,278,278,271,278,6877,7432
2015,8,IVR,Late to Refill,0,0,>10,31-60,0,7864,3346,3346,1258,0,138690,156285
2015,8,IVR,Late to Refill,0,0,>10,31-60,1,1605,657,657,652,657,27303,30818
2015,8,IVR,Late to Refill,0,0,>10,14-Aug,0,1705,756,756,335,0,10928,9490
2015,8,IVR,Late to Refill,0,0,>10,14-Aug,1,299,142,142,141,142,2097,1771
2015,8,IVR,Late to Refill,0,0,>10,<=7,0,47,23,23,8,0,2917,90
2015,8,IVR,Late to Refill,0,0,>10,<=7,1,16,8,8,8,8,1327,19
2015,8,IVR,Late to Refill,0,0,>10,>60,0,15769,6660,6660,2436,0,874617,573092
2015,8,IVR,Late to Refill,0,0,>10,>60,1,3324,1372,1372,1359,1372,184225,118663
2015,8,IVR,Late to Refill,0,1,7-Apr,15-21,0,7,3,3,0,0,18,51
2015,8,IVR,Late to Refill,0,1,7-Apr,15-21,1,4,2,2,2,2,8,42
2015,8,IVR,Late to Refill,0,1,7-Apr,22-30,0,16,8,8,1,0,38,215
2015,8,IVR,Late to Refill,0,1,7-Apr,22-30,1,2,1,1,1,1,4,30
2015,8,IVR,Late to Refill,0,1,7-Apr,31-60,0,12,6,6,3,0,28,302
2015,8,IVR,Late to Refill,0,1,7-Apr,14-Aug,0,19,8,8,1,0,47,90
2015,8,IVR,Late to Refill,0,1,7-Apr,14-Aug,1,4,2,2,2,2,12,20
2015,8,IVR,Late to Refill,0,1,7-Apr,<=7,0,250,101,101,19,0,560,566
2015,8,IVR,Late to Refill,0,1,7-Apr,<=7,1,36,17,17,17,17,85,85
2015,8,IVR,Late to Refill,0,1,10-Aug,15-21,0,4,2,2,1,0,18,32
2015,8,IVR,Late to Refill,0,1,10-Aug,22-30,0,4,2,2,1,0,17,56
2015,8,IVR,Late to Refill,0,1,10-Aug,22-30,1,2,1,1,1,1,10,22
2015,8,IVR,Late to Refill,0,1,10-Aug,31-60,0,5,2,2,0,0,18,120
2015,8,IVR,Late to Refill,0,1,10-Aug,14-Aug,0,184,62,62,19,0,554,562
2015,8,IVR,Late to Refill,0,1,10-Aug,14-Aug,1,12,6,6,6,6,54,64
2015,8,IVR,Late to Refill,0,1,<=3,15-21,0,7,3,3,1,0,5,54
2015,8,IVR,Late to Refill,0,1,<=3,15-21,1,8,4,4,4,4,4,70
2015,8,IVR,Late to Refill,0,1,<=3,22-30,0,8,4,4,0,0,8,101
2015,8,IVR,Late to Refill,0,1,<=3,22-30,1,4,2,2,2,2,5,58
2015,8,IVR,Late to Refill,0,1,<=3,31-60,0,10,5,5,0,0,7,286
2015,8,IVR,Late to Refill,0,1,<=3,31-60,1,2,1,1,1,1,3,45
2015,8,IVR,Late to Refill,0,1,<=3,14-Aug,0,22,11,11,5,0,24,114
2015,8,IVR,Late to Refill,0,1,<=3,14-Aug,1,8,4,4,4,4,7,35
2015,8,IVR,Late to Refill,0,1,<=3,<=7,0,316,117,117,47,0,214,269
2015,8,IVR,Late to Refill,0,1,<=3,<=7,1,70,26,26,25,26,52,69
2015,8,IVR,Late to Refill,0,1,>10,15-21,0,150,62,62,17,0,1312,1099
2015,8,IVR,Late to Refill,0,1,>10,15-21,1,34,17,17,17,17,306,306
2015,8,IVR,Late to Refill,0,1,>10,22-30,0,262,73,73,42,0,1717,1855
2015,8,IVR,Late to Refill,0,1,>10,22-30,1,39,18,18,17,18,581,494
2015,8,IVR,Late to Refill,0,1,>10,31-60,0,230,106,106,44,0,4796,4876
2015,8,IVR,Late to Refill,0,1,>10,31-60,1,89,27,27,25,27,895,1163
2015,8,IVR,Late to Refill,0,1,>10,14-Aug,0,116,56,56,14,0,979,701
2015,8,IVR,Late to Refill,0,1,>10,14-Aug,1,35,16,16,16,16,207,207
2015,8,IVR,Late to Refill,0,1,>10,<=7,0,5,2,2,0,0,209,10
2015,8,IVR,Late to Refill,0,1,>10,>60,0,2622,1034,1034,363,0,150624,92195
2015,8,IVR,Late to Refill,0,1,>10,>60,1,510,228,228,224,228,34055,20398
2015,8,IVR,Chronic Non-Adherent,0,0,,,,,24756,0,,,,
2015,8,IVR,Chronic Non-Adherent,0,0,7-Apr,15-21,0,2,1,1,1,0,6,18
2015,8,IVR,Chronic Non-Adherent,0,0,7-Apr,22-30,0,2,1,1,0,0,7,23
2015,8,IVR,Chronic Non-Adherent,0,0,7-Apr,22-30,1,44,4,4,4,4,22,102
2015,8,IVR,Chronic Non-Adherent,0,0,7-Apr,31-60,0,6,3,3,0,0,18,171
2015,8,IVR,Chronic Non-Adherent,0,0,7-Apr,14-Aug,0,2,1,1,0,0,4,12
2015,8,IVR,Chronic Non-Adherent,0,0,7-Apr,<=7,0,68,18,18,10,0,95,12
2015,8,IVR,Chronic Non-Adherent,0,0,7-Apr,<=7,1,16,8,8,8,8,46,2
2015,8,IVR,Chronic Non-Adherent,0,0,7-Apr,>60,0,2,1,1,0,0,7,69
2015,8,IVR,Chronic Non-Adherent,0,0,7-Apr,>60,1,2,1,1,1,1,6,61
2015,8,IVR,Chronic Non-Adherent,0,0,10-Aug,15-21,0,2,1,1,0,0,8,18
2015,8,IVR,Chronic Non-Adherent,0,0,10-Aug,15-21,1,2,1,1,1,1,9,15
2015,8,IVR,Chronic Non-Adherent,0,0,10-Aug,31-60,0,6,3,3,3,0,27,93
2015,8,IVR,Chronic Non-Adherent,0,0,10-Aug,14-Aug,0,2,1,1,0,0,10,11
2015,8,IVR,Chronic Non-Adherent,0,0,10-Aug,14-Aug,1,8,4,4,4,4,35,49
2015,8,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,0,14,7,7,4,0,64,11
2015,8,IVR,Chronic Non-Adherent,0,0,10-Aug,<=7,1,4,2,2,2,2,16,0
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,15-21,0,2319,991,991,312,0,5,17701
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,15-21,1,781,345,345,341,345,0,6140
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,22-30,0,2476,1047,1047,301,0,0,26997
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,22-30,1,706,310,310,305,310,0,8088
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,31-60,0,4197,1836,1836,500,0,5,78443
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,31-60,1,1201,536,536,533,536,3,23537
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,0,4505,1639,1639,461,0,6,17054
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,14-Aug,1,1027,450,450,448,450,0,4799
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,<=7,0,21222,8970,8970,3621,0,18,13355
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,<=7,1,5618,2452,2452,2423,2452,6,3293
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,>60,0,1796,774,774,209,0,0,57039
2015,8,IVR,Chronic Non-Adherent,0,0,<=3,>60,1,643,257,257,256,257,0,19264
2015,8,IVR,Chronic Non-Adherent,0,0,>10,15-21,0,44,14,14,5,0,977,233
2015,8,IVR,Chronic Non-Adherent,0,0,>10,15-21,1,9,4,4,4,4,552,72
2015,8,IVR,Chronic Non-Adherent,0,0,>10,22-30,0,76,30,30,6,0,2910,792
2015,8,IVR,Chronic Non-Adherent,0,0,>10,22-30,1,62,16,16,16,16,1444,383
2015,8,IVR,Chronic Non-Adherent,0,0,>10,31-60,0,157,58,58,9,0,7068,2321
2015,8,IVR,Chronic Non-Adherent,0,0,>10,31-60,1,48,24,24,24,24,2513,1164
2015,8,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,0,116,31,31,10,0,3286,344
2015,8,IVR,Chronic Non-Adherent,0,0,>10,14-Aug,1,14,7,7,7,7,889,84
2015,8,IVR,Chronic Non-Adherent,0,0,>10,<=7,0,452,219,219,67,0,23213,242
2015,8,IVR,Chronic Non-Adherent,0,0,>10,<=7,1,123,60,60,60,60,6354,71
2015,8,IVR,Chronic Non-Adherent,0,0,>10,>60,0,52,25,25,7,0,3024,1815
2015,8,IVR,Chronic Non-Adherent,0,0,>10,>60,1,34,8,8,8,8,1355,624
2015,8,IVR,Chronic Non-Adherent,0,1,,,,,39148,0,,,,
2015,8,IVR,Chronic Non-Adherent,0,1,7-Apr,15-21,0,6,3,3,0,0,18,54
2015,8,IVR,Chronic Non-Adherent,0,1,7-Apr,22-30,0,2,1,1,1,0,7,23
2015,8,IVR,Chronic Non-Adherent,0,1,7-Apr,31-60,1,2,1,1,1,1,4,33
2015,8,IVR,Chronic Non-Adherent,0,1,7-Apr,14-Aug,0,4,2,2,1,0,12,21
2015,8,IVR,Chronic Non-Adherent,0,1,7-Apr,14-Aug,1,2,1,1,1,1,4,13
2015,8,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,0,101,47,47,10,0,272,54
2015,8,IVR,Chronic Non-Adherent,0,1,7-Apr,<=7,1,20,10,10,10,10,53,3
2015,8,IVR,Chronic Non-Adherent,0,1,10-Aug,22-30,0,2,1,1,0,0,10,27
2015,8,IVR,Chronic Non-Adherent,0,1,10-Aug,31-60,1,2,1,1,1,1,10,50
2015,8,IVR,Chronic Non-Adherent,0,1,10-Aug,14-Aug,0,8,4,4,1,0,35,40
2015,8,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,0,34,16,16,8,0,143,13
2015,8,IVR,Chronic Non-Adherent,0,1,10-Aug,<=7,1,16,7,7,7,7,62,5
2015,8,IVR,Chronic Non-Adherent,0,1,10-Aug,>60,0,60,3,3,0,0,27,198
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,15-21,0,1581,668,668,278,0,3,11597
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,15-21,1,418,162,162,160,162,0,2866
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,22-30,0,1254,553,553,185,0,0,14161
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,22-30,1,251,119,119,119,119,0,3087
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,31-60,0,1860,761,761,260,0,6,32541
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,31-60,1,494,186,186,182,186,0,7970
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,0,2886,1161,1161,457,0,6,12266
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,14-Aug,1,600,278,278,276,278,0,2986
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,<=7,0,20873,8850,8850,3808,0,69,9071
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,<=7,1,5005,2075,2075,2064,2075,13,2205
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,>60,0,749,310,310,98,0,2,22741
2015,8,IVR,Chronic Non-Adherent,0,1,<=3,>60,1,161,53,53,53,53,0,3821
2015,8,IVR,Chronic Non-Adherent,0,1,>10,15-21,0,70,32,32,10,0,2355,554
2015,8,IVR,Chronic Non-Adherent,0,1,>10,15-21,1,7,3,3,3,3,233,52
2015,8,IVR,Chronic Non-Adherent,0,1,>10,22-30,0,32,15,15,4,0,959,399
2015,8,IVR,Chronic Non-Adherent,0,1,>10,22-30,1,10,5,5,5,5,386,124
2015,8,IVR,Chronic Non-Adherent,0,1,>10,31-60,0,63,29,29,15,0,1812,1223
2015,8,IVR,Chronic Non-Adherent,0,1,>10,31-60,1,6,3,3,3,3,67,124
2015,8,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,0,77,33,33,10,0,2235,367
2015,8,IVR,Chronic Non-Adherent,0,1,>10,14-Aug,1,16,7,7,7,7,332,73
2015,8,IVR,Chronic Non-Adherent,0,1,>10,<=7,0,2106,862,862,372,0,81516,397
2015,8,IVR,Chronic Non-Adherent,0,1,>10,<=7,1,496,221,221,220,221,21988,115
2015,8,IVR,Chronic Non-Adherent,0,1,>10,>60,0,13,6,6,0,0,711,399
2015,8,Live Call,Late to Refill,1,0,7-Apr,15-21,0,1112,65,65,3,0,328,1140
2015,8,Live Call,Late to Refill,1,0,7-Apr,15-21,1,120,14,14,14,14,66,244
2015,8,Live Call,Late to Refill,1,0,7-Apr,22-30,0,2064,102,102,18,0,576,2863
2015,8,Live Call,Late to Refill,1,0,7-Apr,22-30,1,654,39,39,39,39,214,1101
2015,8,Live Call,Late to Refill,1,0,7-Apr,31-60,0,1176,68,68,9,0,393,3480
2015,8,Live Call,Late to Refill,1,0,7-Apr,31-60,1,309,18,18,18,18,104,975
2015,8,Live Call,Late to Refill,1,0,7-Apr,14-Aug,0,1153,66,66,21,0,357,690
2015,8,Live Call,Late to Refill,1,0,7-Apr,14-Aug,1,426,26,26,26,26,143,286
2015,8,Live Call,Late to Refill,1,0,7-Apr,<=7,0,8839,563,563,90,0,3092,3106
2015,8,Live Call,Late to Refill,1,0,7-Apr,<=7,1,3193,203,203,203,203,1136,1138
2015,8,Live Call,Late to Refill,1,0,7-Apr,>60,0,7,1,1,0,0,5,75
2015,8,Live Call,Late to Refill,1,0,10-Aug,15-21,0,441,22,22,2,0,201,379
2015,8,Live Call,Late to Refill,1,0,10-Aug,15-21,1,187,11,11,11,11,99,187
2015,8,Live Call,Late to Refill,1,0,10-Aug,22-30,0,1672,91,91,17,0,823,2598
2015,8,Live Call,Late to Refill,1,0,10-Aug,22-30,1,323,23,23,23,23,203,645
2015,8,Live Call,Late to Refill,1,0,10-Aug,31-60,0,1312,70,70,8,0,626,3373
2015,8,Live Call,Late to Refill,1,0,10-Aug,31-60,1,126,7,7,7,7,60,364
2015,8,Live Call,Late to Refill,1,0,10-Aug,14-Aug,0,5363,319,319,43,0,2873,2968
2015,8,Live Call,Late to Refill,1,0,10-Aug,14-Aug,1,2330,147,147,147,147,1341,1375
2015,8,Live Call,Late to Refill,1,0,<=3,15-21,0,818,43,43,1,0,91,755
2015,8,Live Call,Late to Refill,1,0,<=3,15-21,1,155,12,12,12,12,27,214
2015,8,Live Call,Late to Refill,1,0,<=3,22-30,0,1854,104,104,13,0,208,2912
2015,8,Live Call,Late to Refill,1,0,<=3,22-30,1,532,33,33,33,33,71,886
2015,8,Live Call,Late to Refill,1,0,<=3,31-60,0,1528,73,73,12,0,156,3713
2015,8,Live Call,Late to Refill,1,0,<=3,31-60,1,328,19,19,19,19,33,1069
2015,8,Live Call,Late to Refill,1,0,<=3,14-Aug,0,863,49,49,7,0,82,552
2015,8,Live Call,Late to Refill,1,0,<=3,14-Aug,1,430,28,28,28,28,50,329
2015,8,Live Call,Late to Refill,1,0,<=3,<=7,0,8291,505,505,104,0,988,1213
2015,8,Live Call,Late to Refill,1,0,<=3,<=7,1,2744,175,175,175,175,328,389
2015,8,Live Call,Late to Refill,1,0,<=3,>60,1,5,1,1,1,1,2,80
2015,8,Live Call,Late to Refill,1,0,>10,15-21,0,10881,626,626,105,0,11393,11089
2015,8,Live Call,Late to Refill,1,0,>10,15-21,1,3010,200,200,200,200,3963,3533
2015,8,Live Call,Late to Refill,1,0,>10,22-30,0,13186,755,755,134,0,18294,20061
2015,8,Live Call,Late to Refill,1,0,>10,22-30,1,4267,263,263,263,263,6684,6951
2015,8,Live Call,Late to Refill,1,0,>10,31-60,0,36454,2040,2040,314,0,83258,96877
2015,8,Live Call,Late to Refill,1,0,>10,31-60,1,10536,663,663,663,663,26760,31274
2015,8,Live Call,Late to Refill,1,0,>10,14-Aug,0,6006,385,385,62,0,6028,4839
2015,8,Live Call,Late to Refill,1,0,>10,14-Aug,1,2306,156,156,156,156,2397,1951
2015,8,Live Call,Late to Refill,1,0,>10,<=7,0,488,25,25,11,0,3280,101
2015,8,Live Call,Late to Refill,1,0,>10,<=7,1,24,2,2,2,2,317,8
2015,8,Live Call,Late to Refill,1,0,>10,>60,0,93981,5136,5136,802,0,641761,447825
2015,8,Live Call,Late to Refill,1,0,>10,>60,1,28604,1683,1683,1683,1683,211267,146706
2015,8,Live Call,Late to Refill,1,1,7-Apr,15-21,0,124,8,8,2,0,47,148
2015,8,Live Call,Late to Refill,1,1,7-Apr,15-21,1,31,2,2,2,2,9,35
2015,8,Live Call,Late to Refill,1,1,7-Apr,22-30,0,71,4,4,1,0,26,105
2015,8,Live Call,Late to Refill,1,1,7-Apr,22-30,1,76,4,4,4,4,20,120
2015,8,Live Call,Late to Refill,1,1,7-Apr,31-60,0,81,7,7,0,0,37,361
2015,8,Live Call,Late to Refill,1,1,7-Apr,14-Aug,0,154,12,12,0,0,59,131
2015,8,Live Call,Late to Refill,1,1,7-Apr,14-Aug,1,269,12,12,12,12,57,118
2015,8,Live Call,Late to Refill,1,1,7-Apr,<=7,0,1374,79,79,11,0,438,444
2015,8,Live Call,Late to Refill,1,1,7-Apr,<=7,1,594,33,33,33,33,195,198
2015,8,Live Call,Late to Refill,1,1,10-Aug,15-21,0,28,1,1,0,0,8,19
2015,8,Live Call,Late to Refill,1,1,10-Aug,22-30,0,72,3,3,0,0,30,90
2015,8,Live Call,Late to Refill,1,1,10-Aug,22-30,1,15,2,2,2,2,18,60
2015,8,Live Call,Late to Refill,1,1,10-Aug,31-60,0,21,1,1,0,0,8,47
2015,8,Live Call,Late to Refill,1,1,10-Aug,14-Aug,0,1061,53,53,5,0,471,496
2015,8,Live Call,Late to Refill,1,1,10-Aug,14-Aug,1,376,22,22,22,22,195,200
2015,8,Live Call,Late to Refill,1,1,<=3,15-21,0,57,2,2,1,0,5,38
2015,8,Live Call,Late to Refill,1,1,<=3,22-30,0,113,6,6,0,0,10,167
2015,8,Live Call,Late to Refill,1,1,<=3,22-30,1,24,2,2,2,2,2,60
2015,8,Live Call,Late to Refill,1,1,<=3,31-60,0,67,3,3,0,0,7,170
2015,8,Live Call,Late to Refill,1,1,<=3,31-60,1,11,1,1,1,1,2,60
2015,8,Live Call,Late to Refill,1,1,<=3,14-Aug,0,141,8,8,0,0,10,80
2015,8,Live Call,Late to Refill,1,1,<=3,14-Aug,1,67,5,5,5,5,9,54
2015,8,Live Call,Late to Refill,1,1,<=3,<=7,0,1713,98,98,10,0,185,222
2015,8,Live Call,Late to Refill,1,1,<=3,<=7,1,709,40,40,40,40,76,94
2015,8,Live Call,Late to Refill,1,1,>10,15-21,0,1347,68,68,11,0,1218,1249
2015,8,Live Call,Late to Refill,1,1,>10,15-21,1,319,20,20,20,20,362,362
2015,8,Live Call,Late to Refill,1,1,>10,22-30,0,1110,60,60,8,0,1883,1589
2015,8,Live Call,Late to Refill,1,1,>10,22-30,1,656,29,29,29,29,682,740
2015,8,Live Call,Late to Refill,1,1,>10,31-60,0,2015,111,111,19,0,4804,5055
2015,8,Live Call,Late to Refill,1,1,>10,31-60,1,731,44,44,44,44,1790,2019
2015,8,Live Call,Late to Refill,1,1,>10,14-Aug,0,1193,65,65,7,0,1194,785
2015,8,Live Call,Late to Refill,1,1,>10,14-Aug,1,367,20,20,20,20,247,247
2015,8,Live Call,Late to Refill,1,1,>10,<=7,0,28,2,2,0,0,303,14
2015,8,Live Call,Late to Refill,1,1,>10,<=7,1,18,1,1,1,1,96,6
2015,8,Live Call,Late to Refill,1,1,>10,>60,0,17793,994,994,149,0,128656,88812
2015,8,Live Call,Late to Refill,1,1,>10,>60,1,5747,350,350,350,350,46069,31244
2015,8,Live Call,Chronic Non-Adherent,0,0,,,,,9101,0,,,,
2015,8,Live Call,Chronic Non-Adherent,0,1,,,,,1903,0,,,,
2015,8,Live Call,Chronic Non-Adherent,1,0,7-Apr,22-30,0,108,4,4,0,0,22,96
2015,8,Live Call,Chronic Non-Adherent,1,0,7-Apr,31-60,1,26,2,2,2,2,14,81
2015,8,Live Call,Chronic Non-Adherent,1,0,7-Apr,14-Aug,0,26,1,1,0,0,5,11
2015,8,Live Call,Chronic Non-Adherent,1,0,7-Apr,14-Aug,1,12,1,1,1,1,5,8
2015,8,Live Call,Chronic Non-Adherent,1,0,7-Apr,<=7,0,245,16,16,5,0,94,22
2015,8,Live Call,Chronic Non-Adherent,1,0,7-Apr,<=7,1,218,10,10,10,10,59,2
2015,8,Live Call,Chronic Non-Adherent,1,0,7-Apr,>60,0,29,2,2,0,0,10,147
2015,8,Live Call,Chronic Non-Adherent,1,0,7-Apr,>60,1,19,1,1,1,1,4,80
2015,8,Live Call,Chronic Non-Adherent,1,0,10-Aug,22-30,0,17,1,1,0,0,10,30
2015,8,Live Call,Chronic Non-Adherent,1,0,10-Aug,31-60,0,9,1,1,1,0,9,31
2015,8,Live Call,Chronic Non-Adherent,1,0,10-Aug,14-Aug,0,55,2,2,1,0,19,22
2015,8,Live Call,Chronic Non-Adherent,1,0,10-Aug,14-Aug,1,13,3,3,3,3,25,26
2015,8,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,0,352,19,19,0,0,174,24
2015,8,Live Call,Chronic Non-Adherent,1,0,10-Aug,<=7,1,97,7,7,7,7,61,3
2015,8,Live Call,Chronic Non-Adherent,1,0,10-Aug,>60,0,17,3,3,0,0,25,192
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,0,29101,1676,1676,269,0,6,29555
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,15-21,1,9178,579,579,579,579,0,10233
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,0,26852,1536,1536,236,0,3,39399
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,22-30,1,9191,545,545,545,545,7,14053
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,0,39648,2472,2472,392,0,12,107260
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,31-60,1,11049,789,789,789,789,0,34647
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,0,40675,2325,2325,341,0,0,24826
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,14-Aug,1,13878,836,836,836,836,0,9034
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,0,178348,10348,10348,1789,0,14,14364
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,<=7,1,66093,4099,4099,4099,4099,18,5533
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,>60,0,17107,1037,1037,173,0,0,76585
2015,8,Live Call,Chronic Non-Adherent,1,0,<=3,>60,1,4834,345,345,345,345,3,25360
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,15-21,0,612,39,39,7,0,4277,689
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,15-21,1,344,17,17,17,17,1502,297
2015,8,Live Call,Chronic Non-Adherent,1,0,>10,22-30,0,286,14,14,6,0,1420,365
